Date,Open,High,Low,Close,Volume
2025-01-03 00:00:00-03:00,57.730514223818496,57.94029714371944,56.97129440307617,56.97129440307617,4186400
2025-01-06 00:00:00-03:00,57.26099613271949,57.5906582693632,56.28200537387745,56.811458587646484,3628100
2025-01-07 00:00:00-03:00,57.161102156206155,58.16007281221383,56.86140791078734,57.9902458190918,6228800
2025-01-08 00:00:00-03:00,58.28993404969543,58.91928660619912,57.15110815463098,57.18107986450195,5066900
2025-01-09 00:00:00-03:00,57.320933928475085,57.66058408391908,56.8414284991607,57.29096221923828,2185300
2025-01-10 00:00:00-03:00,57.24101638793945,57.35090376706082,56.262025626958064,57.24101638793945,5152800
2025-01-13 00:00:00-03:00,57.03123199813113,58.00023470453387,56.24204430550974,56.49178695678711,4258300
2025-01-14 00:00:00-03:00,56.491788655299395,57.31094427125671,55.75255251932356,56.8414306640625,4950100
2025-01-15 00:00:00-03:00,57.350904073374544,58.72948461838388,57.19106892400901,58.00023651123047,5991700
2025-01-16 00:00:00-03:00,58.020214803847594,60.078091819634885,57.96027519542615,60.0681037902832,7330600
2025-01-17 00:00:00-03:00,60.03813413990617,60.65749868252643,59.298897997872494,59.818363189697266,4849600
2025-01-20 00:00:00-03:00,59.93823733849733,60.68746530522854,59.4886997963045,60.65749740600586,1920600
2025-01-21 00:00:00-03:00,60.43772460816903,62.65544068100629,60.32783722643087,62.39570617675781,5500900
2025-01-22 00:00:00-03:00,62.08602583069769,62.835253798996845,60.68746543223108,61.08705520629883,4708400
2025-01-23 00:00:00-03:00,61.686438000292796,62.18592332823039,60.9372100083864,61.66645812988281,4377100
2025-01-24 00:00:00-03:00,61.83628483173892,62.03607591335646,60.27788924403611,60.90724182128906,4302400
2025-01-27 00:00:00-03:00,61.08705524067515,61.41671356531162,58.71949211576274,59.09910202026367,7229600
2025-01-28 00:00:00-03:00,59.73844133138934,60.08808332910143,58.84935810393445,59.30888366699219,4775900
2025-01-29 00:00:00-03:00,59.76841468692341,59.8782982552954,58.83937169515368,59.12907028198242,4029000
2025-01-30 00:00:00-03:00,59.23895904412737,60.29786930967526,59.22897101432238,59.97819900512695,4514200
2025-01-31 00:00:00-03:00,60.21794696035183,60.83731148034204,59.3987913676117,59.638545989990234,5318300
2025-02-03 00:00:00-03:00,59.78839099097561,59.83834257135085,58.00023645019618,59.35883331298828,6188700
